dom,Description,TLA,Status,Year of Census,Retired Year,AU-13,DHB ,RHA reg
0001,Awanui,001,C,1991,,500100,011,01
0002,Karikari Peninsula-Maungataniwha,001,C,1991,,500202,011,01
0003,Taipa Bay - Mangonui,001,C,1991,,500203,011,01
0004,Herekino,001,C,1991,,500204,011,01
0005,Ahipara,001,C,1991,,500205,011,01
0006,North Cape,001,C,1991,,500206,011,01
0007,Houhora,001,C,1991,,500207,011,01
0008,Motutangi - Kareponia,001,C,1991,,500208,011,01
0009,Kaitaia West,001,C,1991,,500301,011,01
0010,Kaitaia East,001,C,1991,,500302,011,01
0011,Kaeo,001,C,1991,,500401,011,01
0012,Mangapai - Matauri Bay,001,C,1991,,500402,011,01
0013,Kohukohu,001,C,1991,,500500,011,01
0014,Rawene,001,C,1991,,500600,011,01
0015,Omapere and Opononi,001,C,1991,,500700,011,01
0016,Hokianga North,001,C,1991,,500801,011,01
0017,Hokianga South,001,C,1991,,500802,011,01
0018,Kerikeri,001,R,1991,1996,,011,01
0019,Russell,001,C,1991,,501000,011,01
0020,Paihia,001,C,1991,,501100,011,01
0021,Haruru Falls,001,C,1991,,501200,011,01
0022,Opua East,001,C,1991,,501300,011,01
0023,Kawakawa,001,C,1991,,501400,011,01
0024,Moerewa,001,C,1991,,501500,011,01
0025,Waitangi - Te Tii,001,R,1991,1996,,011,01
0026,Pokere - Waihaha,001,R,1991,1996,,011,01
0027,Okaihau,001,C,1991,,501631,011,01
0028,Ohaeawai,001,C,1991,,501632,011,01
0029,Waihou Valley - Hupara,001,C,1991,,501633,011,01
0030,Ngapuhi - Kaikou,001,C,1991,,501634,011,01
0031,Kaikohe,001,C,1991,,501700,011,01
0032,Opouteke - Tanekaha,002,C,1991,,501802,011,01
0033,Bream Head,002,R,1991,2006,,011,01
0034,Marsden Point - Ruakaka,002,C,1991,,501806,011,01
0035,Ngunguru,002,C,1991,,501807,011,01
0036,Punaruku - Kiripaka,002,R,1991,1996,,011,01
0037,Wharekohe - Oakleigh,002,C,1991,,501809,011,01
0038,Maungatapere,002,C,1991,,501810,011,01
0039,Waiotira - Springfield,002,C,1991,,501811,011,01
0040,Waipu,002,R,1991,2006,,011,01
0041,Springs Flat,002,C,1991,,502001,011,01
0042,Three Mile Bush,002,C,1991,,502002,011,01
0043,Te Hihi,002,C,1991,,502003,011,01
0044,Abbey Caves,002,R,1991,1996,,011,01
0045,Otaika - Portland,002,C,1991,,502005,011,01
0046,Kamo West,002,C,1991,,502101,011,01
0047,Kamo East,002,C,1991,,502102,011,01
0048,Tikipunga West,002,C,1991,,502201,011,01
0049,Tikipunga East,002,C,1991,,502202,011,01
0050,Whau Valley,002,C,1991,,502300,011,01
0051,Otangarei,002,C,1991,,502400,011,01
0052,Western Hills,002,C,1991,,502500,011,01
0053,Kensington,002,C,1991,,502600,011,01
0054,Mairtown,002,C,1991,,502700,011,01
0055,Regent,002,C,1991,,502800,011,01
0056,Woodhill,002,C,1991,,502900,011,01
0057,Vinetown,002,C,1991,,503000,011,01
0058,Whangarei Central,002,C,1991,,503100,011,01
0059,Riverside,002,C,1991,,503200,011,01
0060,Horahora,002,C,1991,,503300,011,01
0061,Maunu,002,C,1991,,503400,011,01
0062,Raumanga East,002,C,1991,,503500,011,01
0063,Morningside,002,C,1991,,503600,011,01
0064,Parahaki,002,C,1991,,503700,011,01
0065,Raumanga West,002,C,1991,,503800,011,01
0066,Port - Limeburners,002,C,1991,,503900,011,01
0067,Sherwood Rise,002,R,1991,1996,,011,01
0068,Onerahi,002,C,1991,,504100,011,01
0069,Hikurangi,002,C,1991,,504300,011,01
0070,Te Kopuru,003,C,1991,,504400,011,01
0071,Kaipara Coastal,003,C,1991,,504501,011,01
0072,Maungaru,003,C,1991,,504502,011,01
0073,Dargaville,003,C,1991,,504600,011,01
0074,Maungaturoto,003,R,1991,1996,,011,01
0075,Ruawai,003,C,1991,,504800,011,01
0076,Kaiwaka,003,C,1991,,504900,011,01
0077,Rehia - Oneriri,003,R,1991,1996,,011,01
0078,Mangawhai,003,R,1991,2001,,011,01
0079,Wellsford,004,C,1991,,505300,021,01
0080,Leigh,004,C,1991,,505400,021,01
0081,Warkworth,004,C,1991,,505500,021,01
0082,Kumeu,004,R,1991,1996,,021,01
0083,Waipareira West,004,C,1991,,505700,021,01
0084,Orewa,004,R,1991,1996,,021,01
0085,Red Beach,004,R,1991,2013,,021,01
0086,Stanmore Bay,004,R,1991,2006,,021,01
0087,Manly,004,C,1991,,505902,021,01
0088,Army Bay,004,R,1991,2001,,021,01
0089,Silverdale South,004,R,1991,2013,,021,01
0090,Silverdale North,004,R,1991,2013,,021,01
0091,Dairy Flat - Redvale,004,C,1991,,506300,021,01
0092,Paremoremo West,004,C,1991,,506400,021,01
0093,Cape Rodney,004,R,1991,1996,,021,01
0094,Tauhoa - Puhoi,004,C,1991,,506613,021,01
0095,Tahekeroa,004,C,1991,,506614,021,01
0096,Kawau,004,C,1991,,506620,021,01
0097,Snells Beach,004,C,1991,,506631,021,01
0098,Algies Bay - Mahurangi,004,R,1991,2013,,021,01
0099,Parakai,004,R,1991,2013,,021,01
0100,Kerikeri,001,C,1996,,500900,011,01
0101,Waitangi -TeTii,001,R,1991,2006,,011,01
0102,Opua West,001,C,1996,,501612,011,01
0103,Bay of Islands,001,C,1996,,501613,011,01
0105,Pokere - Waihaha,001,C,1996,,501620,011,01
0106,Whangaruru Harbour,002,C,1996,,501813,011,01
0107,Punaruku - Kiripaka,002,C,1996,,501814,011,01
0108,Abbey Caves,002,C,1996,,502004,011,01
0109,Sherwood Rise,002,C,1996,,504000,011,01
0110,Maungaturoto,003,C,1996,,504700,011,01
0111,Rehia-Oneriri,003,C,1996,,505010,011,01
0112,Kumeu,004,R,1996,2013,,021,01
0113,Wairewa,004,C,1996,,505803,021,01
0114,Hatfields Beach,004,C,1996,,505804,021,01
0115,Orewa,004,C,1996,,505805,021,01
0116,Cape Rodney,004,R,1996,2013,,021,01
0117,Matheson Bay,004,C,1996,,506616,021,01
0118,Mangawhai,003,C,2001,,505021,011,01
0119,Mangawhai Heads,003,C,2001,,505022,011,01
0120,Army Bay,004,C,2001,,505904,021,01
0121,Gulf Harbour,004,R,2001,2006,,021,01
0122,Kapiro,001,C,2006,,501614,011,01
0123,Waitangi,001,C,2006,,501615,011,01
0124,Bream Bay,002,C,2006,,501815,011,01
0125,Waipu,002,C,2006,,501816,011,01
0126,Pataua-Whareora,002,C,2006,,501817,011,01
0127,Parua Bay,002,C,2006,,501818,011,01
0128,Bream Head,002,C,2006,,501819,011,01
0129,Vipond,004,C,2006,,505906,021,01
0130,Stanmore Bay West,004,C,2006,,505907,021,01
0131,Stanmore Bay East,004,C,2006,,505908,021,01
0132,Wade Heads,004,C,2006,,505909,021,01
0133,Gulf Harbour,004,C,2006,,505910,021,01
0134,Gulf Harbour Marina,004,C,2006,,505911,021,01
0135,Waimauku,004,C,2013,,505601,021,01
0136,Huapai,004,C,2013,,505602,021,01
0137,Riverhead Urban,004,C,2013,,505603,021,01
0138,Kumeu East,004,C,2013,,505604,021,01
0139,Kumeu West,004,C,2013,,505605,021,01
0140,Silverdale Central,004,C,2013,,505806,021,01
0141,Red Beach West,004,C,2013,,505807,021,01
0142,Red Beach East,004,C,2013,,505808,021,01
0143,Weiti River,004,C,2013,,506001,021,01
0144,Stillwater,004,C,2013,,506002,021,01
0145,Silverdale South,004,C,2013,,506003,021,01
0146,Silverdale North,004,C,2013,,506201,021,01
0147,Orewa West,004,C,2013,,506202,021,01
0148,Algies Bay,004,C,2013,,506633,021,01
0149,Mahurangi,004,C,2013,,506634,021,01
0150,Parakai Rural,004,C,2013,,506644,021,01
0151,Parakai Urban,004,C,2013,,506645,021,01
0152,Point Wells,004,C,2013,,506657,021,01
0153,Omaha,004,C,2013,,506658,021,01
0154,Matakana,004,C,2013,,506659,021,01
0155,Cape Rodney,004,C,2013,,506660,021,01
0156,Cape Rodney South,004,C,2013,,506661,021,01
0200,South Head,004,C,1991,,506642,021,01
0201,Kaukapakapa,004,R,1991,1996,,021,01
0202,Muriwai Beach,004,R,1991,2013,,021,01
0203,Rewiti,004,C,1991,,506652,021,01
0204,Riverhead,004,C,1991,,506653,021,01
0205,Helensville,004,R,1991,1996,,021,01
0206,Awaruku,005,C,1991,,506901,021,01
0207,Glamorgan,005,C,1991,,506902,021,01
0208,Torbay,005,C,1991,,506903,021,01
0209,Waiake,005,C,1991,,507000,021,01
0210,Browns Bay,005,C,1991,,507101,021,01
0211,Oaktree,005,C,1991,,507102,021,01
0212,Rothesay Bay,005,C,1991,,507200,021,01
0213,Murrays Bay,005,C,1991,,507300,021,01
0214,Mairangi Bay,005,C,1991,,507400,021,01
0215,Campbells Bay,005,C,1991,,507500,021,01
0216,Castor Bay,005,C,1991,,507710,021,01
0217,Crown Hill,005,C,1991,,507720,021,01
0218,Lake Pupuke,005,C,1991,,507800,021,01
0219,Westlake,005,C,1991,,507900,021,01
0220,Takapuna Central,005,C,1991,,508010,021,01
0221,Hauraki,005,C,1991,,508020,021,01
0222,Seacliffe,005,C,1991,,508110,021,01
0223,Bayswater,005,C,1991,,508120,021,01
0224,Kaipatiki,005,C,1991,,508210,021,01
0225,Windy Ridge,005,C,1991,,508220,021,01
0226,Glenfield Central,005,C,1991,,508310,021,01
0227,Glenfield North,005,C,1991,,508320,021,01
0228,Glendhu,005,C,1991,,508411,021,01
0229,Witheford,005,C,1991,,508412,021,01
0230,Target Road,005,C,1991,,508420,021,01
0231,Forrest Hill,005,C,1991,,508510,021,01
0232,Sunnynook,005,C,1991,,508520,021,01
0233,Monarch Park,005,C,1991,,508610,021,01
0234,Sunnybrae,005,C,1991,,508620,021,01
0235,Albany North,005,R,1991,2001,,021,01
0236,Albany South,005,R,1991,2001,,021,01
0237,Long Bay,005,C,1991,,508900,021,01
0238,Paremoremo East,005,C,1991,,509000,021,01
0239,Greenhithe,005,C,1991,,509100,021,01
0240,Narrow Neck,005,C,1991,,509300,021,01
0241,Mt Victoria,005,C,1991,,509400,021,01
0242,Stanley Bay,005,C,1991,,509500,021,01
0243,Ocean View,005,C,1991,,509701,021,01
0244,Tuff Crater,005,C,1991,,509702,021,01
0245,Northcote South,005,C,1991,,509800,021,01
0246,Beachhaven North,005,C,1991,,510010,021,01
0247,Beachhaven South,005,C,1991,,510020,021,01
0248,Birkdale North,005,C,1991,,510210,021,01
0249,Birkdale South,005,C,1991,,510220,021,01
0250,Kauri Park,005,C,1991,,510401,021,01
0251,Chelsea,005,C,1991,,510402,021,01
0252,Birkenhead East,005,C,1991,,510500,021,01
0253,Henderson North,006,C,1991,,510700,021,01
0254,Henderson South,006,C,1991,,510800,021,01
0255,Tangutu,006,C,1991,,511001,021,01
0256,Woodglen,006,C,1991,,511002,021,01
0257,Glen Eden East,006,C,1991,,511100,021,01
0258,New Lynn North,006,R,1991,2006,,021,01
0259,Fruitvale,006,C,1991,,511401,021,01
0260,Rewarewa,006,C,1991,,511402,021,01
0261,Glendene North,006,C,1991,,511601,021,01
0262,Glendene South,006,C,1991,,511602,021,01
0263,Kelston Central,006,C,1991,,511700,021,01
0264,Sunnyvale,006,C,1991,,511800,021,01
0265,Kaurilands,006,C,1991,,511901,021,01
0266,Crum Park,006,C,1991,,511902,021,01
0267,Titirangi South,006,C,1991,,512000,021,01
0268,Green Bay,006,C,1991,,512100,021,01
0269,Matipo,006,C,1991,,512201,021,01
0270,Durham Green,006,C,1991,,512202,021,01
0271,Te Atatu Central,006,C,1991,,512300,021,01
0272,Edmonton,006,C,1991,,512401,021,01
0273,Wakeling,006,C,1991,,512402,021,01
0274,McLeod,006,C,1991,,512500,021,01
0275,Konini,006,C,1991,,512600,021,01
0276,Waima,006,C,1991,,512700,021,01
0277,Laingholm,006,C,1991,,512801,021,01
0278,Armour Bay,006,C,1991,,512802,021,01
0279,Parrs Park,006,R,1991,2013,,021,01
0280,Otimai,006,C,1991,,512902,021,01
0281,Sturges South,006,R,1991,2006,,021,01
0282,Opanuku,006,C,1991,,513020,021,01
0283,Swanson,006,R,1991,2013,,021,01
0284,Ranui North,006,R,1991,2006,,021,01
0285,Sturges North,006,C,1991,,513220,021,01
0286,Kingdale,006,C,1991,,513301,021,01
0287,Fairdene,006,C,1991,,513302,021,01
0288,Whenuapai West,006,R,1991,1996,,021,01
0289,Herald,006,C,1991,,513420,021,01
0290,Hobsonville,006,R,1991,2013,,021,01
0291,Royal Road West,006,R,1991,2001,,021,01
0292,West Harbour,006,C,1991,,513521,021,01
0293,Lucken Point,006,C,1991,,513522,021,01
0294,Royal Heights,006,C,1991,,513530,021,01
0295,West Massey,006,C,1991,,513610,021,01
0296,Birdwood,006,R,1991,2013,,021,01
0297,Waimumu North,006,C,1991,,513631,021,01
0298,Waimumu South,006,C,1991,,513632,021,01
0299,Taupaki,004,C,1991,,513701,021,01
0300,Kaukapakapa,004,R,1996,2013,,021,01
0301,Helensville,004,C,1996,,506800,021,01
0302,Whenuapai West,006,C,1996,,513410,021,01
0303,Albany,005,C,2001,,508701,021,01
0304,Northcross,005,R,2001,2006,,021,01
0305,North Harbour,005,R,2001,2006,,021,01
0306,Pinehill,005,R,2001,2006,,021,01
0307,Unsworth Heights,005,C,2001,,508803,021,01
0308,Westgate,006,C,2001,,513511,021,01
0309,Royal Road West,006,C,2001,,513512,021,01
0310,Fairview,005,C,2006,,508703,021,01
0311,Northcross,005,C,2006,,508704,021,01
0312,Pinehill,005,C,2006,,508804,021,01
0313,Windsor Park,005,C,2006,,508805,021,01
0314,North Harbour West,005,C,2006,,508806,021,01
0315,North Harbour East,005,C,2006,,508807,021,01
0316,New Lynn North,006,C,2006,,511301,021,01
0317,New Lynn South,006,C,2006,,511302,021,01
0318,Lynnmall,006,C,2006,,511303,021,01
0319,Henderson West,006,C,2006,,513011,021,01
0320,Palm Heights,006,C,2006,,513012,021,01
0321,McLaren Park,006,C,2006,,513013,021,01
0322,Urlich,006,C,2006,,513211,021,01
0323,Starling Park,006,C,2006,,513212,021,01
0324,Ranui Domain,006,C,2006,,513213,021,01
0325,Ranui South,006,C,2006,,513214,021,01
0326,Kaukapakapa Rural,004,C,2013,,506646,021,01
0327,Kaukapakapa,004,C,2013,,506647,021,01
0328,Helensville South,004,C,2013,,506648,021,01
0329,Muriwai Beach,004,C,2013,,506654,021,01
0330,Muriwai Valley,004,C,2013,,506655,021,01
0331,Waitakere West,004,C,2013,,506656,021,01
0332,Parrs Park West,006,C,2013,,512903,021,01
0333,Parrs Park,006,C,2013,,512904,021,01
0334,Oratia West,006,C,2013,,512905,021,01
0335,Oratia,006,C,2013,,512906,021,01
0336,Swanson,006,C,2013,,513101,021,01
0337,Swanson South,006,C,2013,,513102,021,01
0338,Hobsonville East,006,C,2013,,513431,021,01
0339,Hobsonville South,006,C,2013,,513432,021,01
0340,Birdwood West,006,C,2013,,513621,021,01
0341,Birdwood East,006,C,2013,,513622,021,01
0400,Waitakere,006,C,1991,,513702,021,01
0401,Karekare,006,C,1991,,513800,021,01
0402,Freemans Bay,007,C,1991,,514000,022,01
0403,Auckland Central,007,R,1991,2001,,022,01
0404,Newton,007,C,1991,,514200,022,01
0405,Grafton,007,R,1991,2001,,022,01
0406,Roberton,007,C,1991,,514401,022,01
0407,Glenavon,007,C,1991,,514402,022,01
0408,New Windsor,007,C,1991,,514500,022,01
0409,Avondale South,007,C,1991,,514600,022,01
0410,Blockhouse Bay,007,C,1991,,514700,022,01
0411,Rosebank,007,C,1991,,514801,022,01
0412,Avondale West,007,C,1991,,514802,022,01
0413,Waterview,007,C,1991,,514900,022,01
0414,Point Chevalier West,007,C,1991,,515001,022,01
0415,Point Chevalier East,007,C,1991,,515002,022,01
0416,Point Chevalier South,007,C,1991,,515003,022,01
0417,Westmere,007,C,1991,,515100,022,01
0418,Herne Bay,007,C,1991,,515201,022,01
0419,St Marys,007,C,1991,,515202,022,01
0420,Ponsonby West,007,C,1991,,515301,022,01
0421,Ponsonby East,007,C,1991,,515302,022,01
0422,Grey Lynn West,007,C,1991,,515410,022,01
0423,Grey Lynn East,007,C,1991,,515420,022,01
0424,Surrey Crescent,007,R,1991,1996,,022,01
0425,Arch Hill,007,C,1991,,515500,022,01
0426,Eden Terrace,007,R,1991,1996,,022,01
0427,Epsom North,007,C,1991,,515700,022,01
0428,Epsom Central,007,C,1991,,515801,022,01
0429,Epsom South,007,C,1991,,515802,022,01
0430,Parnell East,007,C,1991,,515901,022,01
0431,Parnell West,007,C,1991,,515902,022,01
0432,Mt Hobson,007,C,1991,,516001,022,01
0433,Remuera South,007,C,1991,,516002,022,01
0434,Abbotts Park,007,C,1991,,516003,022,01
0435,Remuera West,007,C,1991,,516101,022,01
0436,Waitaramoa,007,C,1991,,516102,022,01
0437,Orakei South,007,C,1991,,516201,022,01
0438,Waiata,007,C,1991,,516202,022,01
0439,Meadowbank North,007,C,1991,,516301,022,01
0440,Meadowbank South,007,C,1991,,516302,022,01
0441,Orakei North,007,C,1991,,516400,022,01
0442,Mission Bay,007,C,1991,,516500,022,01
0443,Kohimarama West,007,C,1991,,516601,022,01
0444,Kohimarama East,007,C,1991,,516602,022,01
0445,St Heliers,007,C,1991,,516700,022,01
0446,Glendowie,007,C,1991,,516800,022,01
0447,Glen Innes North,007,C,1991,,516900,022,01
0448,Glen Innes West,007,C,1991,,517001,022,01
0449,Glen Innes East,007,C,1991,,517002,022,01
0450,Point England,007,C,1991,,517100,022,01
0451,St Johns,007,R,1991,2013,,022,01
0452,Newmarket,007,C,1991,,517400,022,01
0453,Kingsland,007,C,1991,,517500,022,01
0454,St Lukes,007,C,1991,,517600,022,01
0455,Sandringham North,007,C,1991,,517701,022,01
0456,Sandringham West,007,C,1991,,517702,022,01
0457,Sandringham East,007,C,1991,,517703,022,01
0458,Mt Albert Central,007,C,1991,,517800,022,01
0459,Springleigh,007,C,1991,,517901,022,01
0460,Owairaka West,007,C,1991,,517902,022,01
0461,Owairaka East,007,C,1991,,517903,022,01
0462,Mt Eden North,007,R,1991,1996,,022,01
0463,Sherbourne,007,C,1991,,518102,022,01
0464,Balmoral,007,C,1991,,518201,022,01
0465,Mt Eden East,007,C,1991,,518202,022,01
0466,Maungawhau,007,C,1991,,518301,022,01
0467,Mt Eden South,007,C,1991,,518302,022,01
0468,Three Kings,007,C,1991,,518500,022,01
0469,Royal Oak,007,C,1991,,518600,022,01
0470,Hillsborough West,007,C,1991,,518701,022,01
0471,Hillsborough East,007,C,1991,,518702,022,01
0472,Walmsley,007,C,1991,,518801,022,01
0473,Wesley,007,C,1991,,518802,022,01
0474,Akarana,007,C,1991,,518803,022,01
0475,Lynfield North,007,C,1991,,518901,022,01
0476,Lynfield South,007,C,1991,,518902,022,01
0477,Waikowhai West,007,C,1991,,519001,022,01
0478,Waikowhai East,007,C,1991,,519002,022,01
0479,Mt St John,007,C,1991,,519200,022,01
0480,One Tree Hill Central,007,C,1991,,519300,022,01
0481,One Tree Hill East,007,C,1991,,519400,022,01
0482,Penrose,007,C,1991,,519500,022,01
0483,Onehunga North West,007,C,1991,,519710,022,01
0484,Onehunga North East,007,C,1991,,519720,022,01
0485,Onehunga South West,007,C,1991,,519810,022,01
0486,Onehunga South East,007,C,1991,,519820,022,01
0487,Oranga,007,C,1991,,519900,022,01
0488,Te Papapa,007,C,1991,,520000,022,01
0489,Ellerslie North,007,C,1991,,520201,022,01
0490,Ellerslie South,007,C,1991,,520202,022,01
0491,Mt Wellington North,007,R,1991,2013,,022,01
0492,Ferndale,007,C,1991,,520401,022,01
0493,Hamlin,007,C,1991,,520402,022,01
0494,Mt Wellington South,007,C,1991,,520500,022,01
0495,Tamaki,007,C,1991,,520601,022,01
0496,Panmure Basin,007,C,1991,,520602,022,01
0497,Waiheke Island,007,C,1991,,520801,022,01
0498,Bays - Waiheke Island,999,R,1991,2006,,022,01
0499,Islands - Motutapu Rangitoto Rakino,007,C,1991,,520900,022,01
0500,Surrey Crescent,007,C,1996,,515431,022,01
0501,St Lukes North,007,C,1996,,515432,022,01
0502,Eden Terrace,007,C,1996,,515600,022,01
0503,Mt Eden North,007,C,1996,,518101,022,01
0504,Auckland Harbourside,007,C,2001,,514101,022,01
0505,Auckland Central West,007,C,2001,,514102,022,01
0506,Auckland Central East,007,C,2001,,514103,022,01
0507,Grafton West,007,C,2001,,514301,022,01
0508,Grafton East,007,C,2001,,514302,022,01
0509,Bays-Waiheke Island,999,C,2006,,520803,022,01
0510,Tidal-Waiheke Island,999,C,2006,,520804,022,01
0511,St Johns,007,C,2013,,517201,022,01
0512,Stonefields,007,C,2013,,517202,022,01
0513,Mt Wellington Domain,007,C,2013,,520301,022,01
0514,Mt Wellington West,007,C,2013,,520302,022,01
0515,Mt Wellington North,007,C,2013,,520303,022,01
0600,Great Barrier Island,007,C,1991,,521000,022,01
0601,Paerata - Cape Hill,010,C,1991,,521111,023,01
0602,Eden Road - Hill Top,010,C,1991,,521112,023,01
0603,Buckland,010,R,1991,2013,,023,01
0604,Redoubt,010,C,1991,,521114,023,01
0605,Opuawhanga,010,C,1991,,521115,023,01
0606,Patumahoe,010,C,1991,,521121,023,01
0607,Kingseat,010,C,1991,,521122,023,01
0608,Pokeno,010,C,1991,,521131,023,01
0609,Hunua,010,C,1991,,521132,023,01
0610,Mangatawhiri,010,R,1991,2013,,023,01
0611,Awhitu,010,C,1991,,521151,023,01
0612,Glenbrook,010,C,1991,,521152,023,01
0613,Otaua,010,C,1991,,521153,023,01
0614,Bombay,010,C,1991,,521160,023,01
0615,Hingaia,009,C,1991,,521201,023,01
0616,Whangapouri Creek,010,C,1991,,521202,023,01
0617,Bremner,009,C,1991,,521203,023,01
0618,Drury,009,C,1991,,521301,023,01
0619,Runciman,010,C,1991,,521302,023,01
0620,Mellons Bay,008,C,1991,,521501,023,01
0621,Cockle Bay,008,R,1991,1996,,023,01
0622,Howick West,008,C,1991,,521601,023,01
0623,Howick Central,008,C,1991,,521602,023,01
0624,Otahuhu East,007,R,1991,2006,,022,01
0625,Otahuhu West,007,C,1991,,521901,022,01
0626,Middlemore,008,C,1991,,521902,023,01
0627,Papatoetoe West,008,C,1991,,522100,023,01
0628,Papatoetoe North,008,C,1991,,522201,023,01
0629,Papatoetoe Central,008,C,1991,,522202,023,01
0630,Dingwall,008,C,1991,,522301,023,01
0631,Papatoetoe East,008,C,1991,,522302,023,01
0632,Puhinui,008,C,1991,,522400,023,01
0633,Bucklands and Eastern Beaches,008,C,1991,,522601,023,01
0634,Bucklands Beach South,008,R,1991,2006,,023,01
0635,Bleakhouse,008,C,1991,,522603,023,01
0636,Pigeon Mountain North,008,C,1991,,522711,023,01
0637,Murvale,008,C,1991,,522712,023,01
0638,Pigeon Mountain South,008,C,1991,,522721,023,01
0639,Aberfeldy,008,C,1991,,522722,023,01
0640,Elsmore Park,008,C,1991,,522723,023,01
0641,Halfmoon Bay,008,C,1991,,522730,023,01
0642,Pakuranga North,008,C,1991,,522810,023,01
0643,Sunnyhills,008,C,1991,,522820,023,01
0644,Pakuranga Central,008,C,1991,,522910,023,01
0645,Edgewater,008,C,1991,,522920,023,01
0646,Pakuranga East,008,C,1991,,523000,023,01
0647,Botany Downs,008,C,1991,,523101,023,01
0648,Maungamaungaroa,008,R,1991,1996,,023,01
0649,Cascades,008,R,1991,2001,,023,01
0650,East Tamaki,008,R,1991,2001,,023,01
0651,Shelly Park,008,C,1991,,523201,023,01
0652,Turanga,008,C,1991,,523202,023,01
0653,Beachlands - Maraetai,008,C,1991,,523300,023,01
0654,Grange,008,R,1991,2013,,023,01
0655,Otara West,008,C,1991,,523402,023,01
0656,Otara North,008,C,1991,,523501,023,01
0657,Otara East,008,C,1991,,523502,023,01
0658,Otara South,008,C,1991,,523601,023,01
0659,Ferguson,008,C,1991,,523602,023,01
0660,Flat Bush,008,R,1991,2001,,023,01
0661,Clover Park,008,C,1991,,523721,023,01
0662,Redoubt North,008,C,1991,,523722,023,01
0663,Wairere,008,R,1991,2001,,023,01
0664,Randwick Park,008,R,1991,2001,,023,01
0665,Ardmore,008,C,1991,,523813,023,01
0666,Redoubt South,008,C,1991,,523820,023,01
0667,Takanini East,009,R,1991,2001,,023,01
0668,Takanini West,009,C,1991,,523920,023,01
0669,Ambury,008,C,1991,,524001,023,01
0670,Mangere Bridge,008,C,1991,,524002,023,01
0671,Mangere Central,008,C,1991,,524111,023,01
0672,Mascot,008,C,1991,,524112,023,01
0673,Arahanga,008,C,1991,,524121,023,01
0674,Viscount,008,C,1991,,524122,023,01
0675,Mangere South,008,C,1991,,524200,023,01
0676,Mangere East,008,C,1991,,524301,023,01
0677,Aorere,008,C,1991,,524302,023,01
0678,Kohuora,008,C,1991,,524303,023,01
0679,Favona,008,R,1991,2006,,023,01
0680,Mangere Station,008,C,1991,,524402,023,01
0681,Harania North,008,C,1991,,524510,023,01
0682,Harania West,008,C,1991,,524520,023,01
0683,Harania East,008,C,1991,,524530,023,01
0684,Manukau Central,008,R,1991,2013,,023,01
0685,Wiri,008,C,1991,,524602,023,01
0686,Burbank,008,C,1991,,524711,023,01
0687,Homai West,008,C,1991,,524712,023,01
0688,Rowandale,008,C,1991,,524713,023,01
0689,Homai East,008,C,1991,,524720,023,01
0690,Weymouth,008,R,1991,2006,,023,01
0691,Clendon,008,R,1991,2006,,023,01
0692,Hillpark,008,C,1991,,524901,023,01
0693,Manurewa East,008,C,1991,,524902,023,01
0694,Manurewa Central,008,C,1991,,525001,023,01
0695,Beaumont,008,C,1991,,525002,023,01
0696,Leabank,008,C,1991,,525101,023,01
0697,Wattle Farm,008,C,1991,,525102,023,01
0698,Clevedon,008,R,1991,2006,,023,01
0699,Papakura Central,009,C,1991,,525410,023,01
0700,Cockle Bay,008,C,1996,,521502,023,01
0701,Maungamaungaroa,008,C,1996,,523102,023,01
0702,Golfland,008,C,2001,,523105,023,01
0703,Millhouse,008,C,2001,,523106,023,01
0704,Burswood,008,C,2001,,523107,023,01
0705,East Tamaki,008,R,2001,2013,,023,01
0706,Dannemora,008,C,2001,,523109,023,01
0707,Kilkenny,008,C,2001,,523110,023,01
0708,Point View,008,R,2001,2013,,023,01
0709,Ormiston,008,C,2001,,523713,023,01
0710,Wairere,008,R,2001,2013,,023,01
0711,Flat Bush,008,C,2001,,523711,023,01
0712,Donegal Park,008,C,2001,,523712,023,01
0713,Totara Heights,008,C,2001,,523814,023,01
0714,Randwick Park,008,C,2001,,523816,023,01
0715,Hyperion,008,C,2001,,523817,023,01
0716,Takanini North,009,C,2001,,523911,023,01
0717,Takanini South,009,C,2001,,523912,023,01
0718,Otahuhu North,007,C,2006,,521801,022,01
0719,Fairburn,007,C,2006,,521802,022,01
0720,Otahuhu East,007,C,2006,,521803,022,01
0721,Bucklands Beach South,008,C,2006,,522604,023,01
0722,Half Moon Bay Marina,008,C,2006,,522605,023,01
0723,Favona West,008,C,2006,,524403,023,01
0724,Favona North,008,C,2006,,524404,023,01
0725,Favona South,008,C,2006,,524405,023,01
0726,Weymouth West,008,C,2006,,524811,023,01
0727,Weymouth East,008,C,2006,,524812,023,01
0728,Clendon North,008,C,2006,,524821,023,01
0729,Clendon South,008,C,2006,,524822,023,01
0730,Clevedon,008,C,2006,,525201,023,01
0731,Kawakawa-Orere,008,C,2006,,525202,023,01
0732,Buckland,010,C,2013,,521116,023,01
0733,Buckland South,010,C,2013,,521117,023,01
0734,Paparata,010,C,2013,,521134,023,01
0735,Mangatawhiri,010,C,2013,,521135,023,01
0736,Kaiaua,010,C,2013,,521136,023,01
0737,Highbrook,008,C,2013,,523112,023,01
0738,Greenmount,008,C,2013,,523113,023,01
0739,Point View,008,C,2013,,523114,023,01
0740,Baverstock Oaks,008,C,2013,,523115,023,01
0741,Mission Heights,008,C,2013,,523116,023,01
